"Subject"	"Item"	"Order"	"Correct"	"Condition"	"Apt"	"Test"	"Score"
5	47	17	"ungram"	"CaseA"	"match.CaseB"	2	0
3	47	17	"ungram"	"CaseA"	"match.both"	2	0
4	48	18	"ungram"	"CaseA"	"match.CaseB"	2	1
8	48	18	"ungram"	"CaseA"	"match.both"	2	0
3	48	18	"ungram"	"CaseA"	"match.both"	2	1
5	48	18	"ungram"	"CaseA"	"match.CaseB"	2	0
2	48	18	"ungram"	"CaseA"	"match.CaseB"	2	1
1	48	18	"ungram"	"CaseA"	"match.both"	2	1
7	48	18	"ungram"	"CaseA"	"match.both"	2	0
1	10	19	"ungram"	"fill"	"match.both"	2	0
8	10	19	"ungram"	"fill"	"match.both"	2	0
7	10	19	"ungram"	"fill"	"match.both"	2	0
5	10	19	"ungram"	"fill"	"match.CaseB"	2	1
2	10	19	"ungram"	"fill"	"match.CaseB"	2	0
4	10	19	"ungram"	"fill"	"match.CaseB"	2	1
3	10	19	"ungram"	"fill"	"match.both"	2	1
8	56	20	"gram"	"CaseA"	"match.both"	2	0
4	56	20	"gram"	"CaseA"	"match.CaseB"	2	1
7	56	20	"gram"	"CaseA"	"match.both"	2	0
2	56	20	"gram"	"CaseA"	"match.CaseB"	2	0
3	56	20	"gram"	"CaseA"	"match.both"	2	0
5	56	20	"gram"	"CaseA"	"match.CaseB"	2	0
1	56	20	"gram"	"CaseA"	"match.both"	2	0
1	8	21	"ungram"	"fill"	"match.both"	2	0
7	8	21	"ungram"	"fill"	"match.both"	2	0
8	8	21	"ungram"	"fill"	"match.both"	2	1
4	8	21	"ungram"	"fill"	"match.CaseB"	2	1
5	8	21	"ungram"	"fill"	"match.CaseB"	2	1
2	8	21	"ungram"	"fill"	"match.CaseB"	2	0
3	8	21	"ungram"	"fill"	"match.both"	2	0
8	42	22	"ungram"	"CaseA"	"match.both"	2	0
2	42	22	"ungram"	"CaseA"	"match.CaseB"	2	1
4	42	22	"ungram"	"CaseA"	"match.CaseB"	2	0
7	42	22	"ungram"	"CaseA"	"match.both"	2	0
5	42	22	"ungram"	"CaseA"	"match.CaseB"	2	0
3	42	22	"ungram"	"CaseA"	"match.both"	2	0
1	42	22	"ungram"	"CaseA"	"match.both"	2	1
5	38	23	"gram"	"CaseB"	"match.CaseB"	2	1
1	38	23	"gram"	"CaseB"	"match.both"	2	1
4	38	23	"gram"	"CaseB"	"match.CaseB"	2	1
7	38	23	"gram"	"CaseB"	"match.both"	2	1
8	38	23	"gram"	"CaseB"	"match.both"	2	0
3	38	23	"gram"	"CaseB"	"match.both"	2	0
2	38	23	"gram"	"CaseB"	"match.CaseB"	2	1
8	1	24	"ungram"	"fill"	"match.both"	2	0
7	1	24	"ungram"	"fill"	"match.both"	2	0
2	1	24	"ungram"	"fill"	"match.CaseB"	2	1
1	1	24	"ungram"	"fill"	"match.both"	2	1
4	1	24	"ungram"	"fill"	"match.CaseB"	2	1
5	1	24	"ungram"	"fill"	"match.CaseB"	2	1
3	1	24	"ungram"	"fill"	"match.both"	2	0
4	58	25	"gram"	"CaseA"	"match.CaseB"	2	1
8	58	25	"gram"	"CaseA"	"match.both"	2	1
3	58	25	"gram"	"CaseA"	"match.both"	2	1
5	58	25	"gram"	"CaseA"	"match.CaseB"	2	0
2	58	25	"gram"	"CaseA"	"match.CaseB"	2	1
1	58	25	"gram"	"CaseA"	"match.both"	2	1
7	58	25	"gram"	"CaseA"	"match.both"	2	0
4	44	26	"ungram"	"CaseA"	"match.CaseB"	2	1
1	44	26	"ungram"	"CaseA"	"match.both"	2	1
5	44	26	"ungram"	"CaseA"	"match.CaseB"	2	1
8	44	26	"ungram"	"CaseA"	"match.both"	2	1
2	44	26	"ungram"	"CaseA"	"match.CaseB"	2	1
7	44	26	"ungram"	"CaseA"	"match.both"	2	0
3	44	26	"ungram"	"CaseA"	"match.both"	2	1
1	39	27	"gram"	"CaseB"	"match.both"	2	0
7	39	27	"gram"	"CaseB"	"match.both"	2	0
8	39	27	"gram"	"CaseB"	"match.both"	2	0
2	39	27	"gram"	"CaseB"	"match.CaseB"	2	0
3	39	27	"gram"	"CaseB"	"match.both"	2	0
5	39	27	"gram"	"CaseB"	"match.CaseB"	2	0
4	39	27	"gram"	"CaseB"	"match.CaseB"	2	1
8	22	28	"ungram"	"CaseB"	"match.both"	2	0
4	22	28	"ungram"	"CaseB"	"match.CaseB"	2	0
3	22	28	"ungram"	"CaseB"	"match.both"	2	0
5	22	28	"ungram"	"CaseB"	"match.CaseB"	2	0
2	22	28	"ungram"	"CaseB"	"match.CaseB"	2	1
1	22	28	"ungram"	"CaseB"	"match.both"	2	0
7	22	28	"ungram"	"CaseB"	"match.both"	2	1
4	53	29	"gram"	"CaseA"	"match.CaseB"	2	0
5	53	29	"gram"	"CaseA"	"match.CaseB"	2	1
8	53	29	"gram"	"CaseA"	"match.both"	2	1
1	53	29	"gram"	"CaseA"	"match.both"	2	1
7	53	29	"gram"	"CaseA"	"match.both"	2	1
2	53	29	"gram"	"CaseA"	"match.CaseB"	2	1
3	53	29	"gram"	"CaseA"	"match.both"	2	1
1	15	30	"gram"	"fill"	"match.both"	2	0
7	15	30	"gram"	"fill"	"match.both"	2	0
8	15	30	"gram"	"fill"	"match.both"	2	0
4	15	30	"gram"	"fill"	"match.CaseB"	2	0
5	15	30	"gram"	"fill"	"match.CaseB"	2	1
2	15	30	"gram"	"fill"	"match.CaseB"	2	1
3	15	30	"gram"	"fill"	"match.both"	2	1
8	6	31	"ungram"	"fill"	"match.both"	2	1
4	6	31	"ungram"	"fill"	"match.CaseB"	2	1
7	6	31	"ungram"	"fill"	"match.both"	2	0
2	6	31	"ungram"	"fill"	"match.CaseB"	2	1
3	6	31	"ungram"	"fill"	"match.both"	2	1
5	6	31	"ungram"	"fill"	"match.CaseB"	2	1
1	6	31	"ungram"	"fill"	"match.both"	2	0
8	33	32	"gram"	"CaseB"	"match.both"	2	0
4	33	32	"gram"	"CaseB"	"match.CaseB"	2	0
5	33	32	"gram"	"CaseB"	"match.CaseB"	2	0
1	33	32	"gram"	"CaseB"	"match.both"	2	0
3	33	32	"gram"	"CaseB"	"match.both"	2	1
7	33	32	"gram"	"CaseB"	"match.both"	2	1
2	33	32	"gram"	"CaseB"	"match.CaseB"	2	0
5	30	33	"ungram"	"CaseB"	"match.CaseB"	2	1
1	30	33	"ungram"	"CaseB"	"match.both"	2	0
4	30	33	"ungram"	"CaseB"	"match.CaseB"	2	1
7	30	33	"ungram"	"CaseB"	"match.both"	2	1
8	30	33	"ungram"	"CaseB"	"match.both"	2	1
2	30	33	"ungram"	"CaseB"	"match.CaseB"	2	0
3	30	33	"ungram"	"CaseB"	"match.both"	2	1
2	31	34	"gram"	"CaseB"	"match.CaseB"	2	1
7	31	34	"gram"	"CaseB"	"match.both"	2	1
8	31	34	"gram"	"CaseB"	"match.both"	2	1
4	31	34	"gram"	"CaseB"	"match.CaseB"	2	0
3	31	34	"gram"	"CaseB"	"match.both"	2	1
5	31	34	"gram"	"CaseB"	"match.CaseB"	2	1
1	31	34	"gram"	"CaseB"	"match.both"	2	0
8	54	35	"gram"	"CaseA"	"match.both"	2	1
5	54	35	"gram"	"CaseA"	"match.CaseB"	2	1
4	54	35	"gram"	"CaseA"	"match.CaseB"	2	1
3	54	35	"gram"	"CaseA"	"match.both"	2	1
7	54	35	"gram"	"CaseA"	"match.both"	2	1
1	54	35	"gram"	"CaseA"	"match.both"	2	0
2	54	35	"gram"	"CaseA"	"match.CaseB"	2	1
5	45	36	"ungram"	"CaseA"	"match.CaseB"	2	1
1	45	36	"ungram"	"CaseA"	"match.both"	2	0
4	45	36	"ungram"	"CaseA"	"match.CaseB"	2	1
7	45	36	"ungram"	"CaseA"	"match.both"	2	1
8	45	36	"ungram"	"CaseA"	"match.both"	2	1
3	45	36	"ungram"	"CaseA"	"match.both"	2	1
2	45	36	"ungram"	"CaseA"	"match.CaseB"	2	1
8	20	37	"gram"	"fill"	"match.both"	2	1
7	20	37	"gram"	"fill"	"match.both"	2	1
2	20	37	"gram"	"fill"	"match.CaseB"	2	1
1	20	37	"gram"	"fill"	"match.both"	2	0
4	20	37	"gram"	"fill"	"match.CaseB"	2	1
5	20	37	"gram"	"fill"	"match.CaseB"	2	0
3	20	37	"gram"	"fill"	"match.both"	2	1
4	52	38	"gram"	"CaseA"	"match.CaseB"	2	0
8	52	38	"gram"	"CaseA"	"match.both"	2	1
3	52	38	"gram"	"CaseA"	"match.both"	2	0
5	52	38	"gram"	"CaseA"	"match.CaseB"	2	1
2	52	38	"gram"	"CaseA"	"match.CaseB"	2	1
1	52	38	"gram"	"CaseA"	"match.both"	2	0
7	52	38	"gram"	"CaseA"	"match.both"	2	1
1	27	39	"ungram"	"CaseB"	"match.both"	2	0
8	27	39	"ungram"	"CaseB"	"match.both"	2	0
7	27	39	"ungram"	"CaseB"	"match.both"	2	1
5	27	39	"ungram"	"CaseB"	"match.CaseB"	2	1
2	27	39	"ungram"	"CaseB"	"match.CaseB"	2	0
4	27	39	"ungram"	"CaseB"	"match.CaseB"	2	0
3	27	39	"ungram"	"CaseB"	"match.both"	2	0
8	43	40	"ungram"	"CaseA"	"match.both"	2	0
4	43	40	"ungram"	"CaseA"	"match.CaseB"	2	1
7	43	40	"ungram"	"CaseA"	"match.both"	2	1
2	43	40	"ungram"	"CaseA"	"match.CaseB"	2	1
3	43	40	"ungram"	"CaseA"	"match.both"	2	0
5	43	40	"ungram"	"CaseA"	"match.CaseB"	2	0
1	43	40	"ungram"	"CaseA"	"match.both"	2	0
1	19	41	"gram"	"fill"	"match.both"	2	1
7	19	41	"gram"	"fill"	"match.both"	2	1
8	19	41	"gram"	"fill"	"match.both"	2	0
4	19	41	"gram"	"fill"	"match.CaseB"	2	1
5	19	41	"gram"	"fill"	"match.CaseB"	2	0
2	19	41	"gram"	"fill"	"match.CaseB"	2	1
3	19	41	"gram"	"fill"	"match.both"	2	0
8	12	42	"gram"	"fill"	"match.both"	2	0
2	12	42	"gram"	"fill"	"match.CaseB"	2	1
4	12	42	"gram"	"fill"	"match.CaseB"	2	0
7	12	42	"gram"	"fill"	"match.both"	2	1
5	12	42	"gram"	"fill"	"match.CaseB"	2	1
3	12	42	"gram"	"fill"	"match.both"	2	1
1	12	42	"gram"	"fill"	"match.both"	2	1
5	14	43	"gram"	"fill"	"match.CaseB"	2	0
1	14	43	"gram"	"fill"	"match.both"	2	0
4	14	43	"gram"	"fill"	"match.CaseB"	2	1
7	14	43	"gram"	"fill"	"match.both"	2	1
8	14	43	"gram"	"fill"	"match.both"	2	1
3	14	43	"gram"	"fill"	"match.both"	2	1
2	14	43	"gram"	"fill"	"match.CaseB"	2	1
8	7	44	"ungram"	"fill"	"match.both"	2	0
7	7	44	"ungram"	"fill"	"match.both"	2	1
2	7	44	"ungram"	"fill"	"match.CaseB"	2	1
1	7	44	"ungram"	"fill"	"match.both"	2	1
4	7	44	"ungram"	"fill"	"match.CaseB"	2	0
5	7	44	"ungram"	"fill"	"match.CaseB"	2	1
3	7	44	"ungram"	"fill"	"match.both"	2	0
4	28	45	"ungram"	"CaseB"	"match.CaseB"	2	1
8	28	45	"ungram"	"CaseB"	"match.both"	2	0
3	28	45	"ungram"	"CaseB"	"match.both"	2	1
5	28	45	"ungram"	"CaseB"	"match.CaseB"	2	0
2	28	45	"ungram"	"CaseB"	"match.CaseB"	2	1
1	28	45	"ungram"	"CaseB"	"match.both"	2	0
7	28	45	"ungram"	"CaseB"	"match.both"	2	0
4	57	46	"gram"	"CaseA"	"match.CaseB"	2	0
1	57	46	"gram"	"CaseA"	"match.both"	2	0
5	57	46	"gram"	"CaseA"	"match.CaseB"	2	0
8	57	46	"gram"	"CaseA"	"match.both"	2	1
2	57	46	"gram"	"CaseA"	"match.CaseB"	2	1
7	57	46	"gram"	"CaseA"	"match.both"	2	1
3	57	46	"gram"	"CaseA"	"match.both"	2	0
1	46	47	"ungram"	"CaseA"	"match.both"	2	1
7	46	47	"ungram"	"CaseA"	"match.both"	2	0
8	46	47	"ungram"	"CaseA"	"match.both"	2	0
2	46	47	"ungram"	"CaseA"	"match.CaseB"	2	0
3	46	47	"ungram"	"CaseA"	"match.both"	2	0
5	46	47	"ungram"	"CaseA"	"match.CaseB"	2	0
4	46	47	"ungram"	"CaseA"	"match.CaseB"	2	0
8	29	48	"ungram"	"CaseB"	"match.both"	2	1
4	29	48	"ungram"	"CaseB"	"match.CaseB"	2	1
3	29	48	"ungram"	"CaseB"	"match.both"	2	1
5	29	48	"ungram"	"CaseB"	"match.CaseB"	2	1
2	29	48	"ungram"	"CaseB"	"match.CaseB"	2	1
1	29	48	"ungram"	"CaseB"	"match.both"	2	0
7	29	48	"ungram"	"CaseB"	"match.both"	2	1
4	9	49	"ungram"	"fill"	"match.CaseB"	2	1
5	9	49	"ungram"	"fill"	"match.CaseB"	2	0
8	9	49	"ungram"	"fill"	"match.both"	2	0
1	9	49	"ungram"	"fill"	"match.both"	2	1
7	9	49	"ungram"	"fill"	"match.both"	2	1
2	9	49	"ungram"	"fill"	"match.CaseB"	2	0
3	9	49	"ungram"	"fill"	"match.both"	2	0
1	40	50	"gram"	"CaseB"	"match.both"	2	1
7	40	50	"gram"	"CaseB"	"match.both"	2	1
8	40	50	"gram"	"CaseB"	"match.both"	2	1
4	40	50	"gram"	"CaseB"	"match.CaseB"	2	1
5	40	50	"gram"	"CaseB"	"match.CaseB"	2	1
2	40	50	"gram"	"CaseB"	"match.CaseB"	2	0
3	40	50	"gram"	"CaseB"	"match.both"	2	0
8	16	51	"gram"	"fill"	"match.both"	2	1
4	16	51	"gram"	"fill"	"match.CaseB"	2	1
7	16	51	"gram"	"fill"	"match.both"	2	1
2	16	51	"gram"	"fill"	"match.CaseB"	2	1
3	16	51	"gram"	"fill"	"match.both"	2	1
5	16	51	"gram"	"fill"	"match.CaseB"	2	0
1	16	51	"gram"	"fill"	"match.both"	2	1
8	36	52	"gram"	"CaseB"	"match.both"	2	0
4	36	52	"gram"	"CaseB"	"match.CaseB"	2	1
5	36	52	"gram"	"CaseB"	"match.CaseB"	2	1
1	36	52	"gram"	"CaseB"	"match.both"	2	1
3	36	52	"gram"	"CaseB"	"match.both"	2	0
7	36	52	"gram"	"CaseB"	"match.both"	2	0
2	36	52	"gram"	"CaseB"	"match.CaseB"	2	0
5	3	53	"ungram"	"fill"	"match.CaseB"	2	0
1	3	53	"ungram"	"fill"	"match.both"	2	1
4	3	53	"ungram"	"fill"	"match.CaseB"	2	1
7	3	53	"ungram"	"fill"	"match.both"	2	1
8	3	53	"ungram"	"fill"	"match.both"	2	1
2	3	53	"ungram"	"fill"	"match.CaseB"	2	0
3	3	53	"ungram"	"fill"	"match.both"	2	0
2	23	54	"ungram"	"CaseB"	"match.CaseB"	2	0
7	23	54	"ungram"	"CaseB"	"match.both"	2	0
8	23	54	"ungram"	"CaseB"	"match.both"	2	1
4	23	54	"ungram"	"CaseB"	"match.CaseB"	2	0
3	23	54	"ungram"	"CaseB"	"match.both"	2	1
5	23	54	"ungram"	"CaseB"	"match.CaseB"	2	1
1	23	54	"ungram"	"CaseB"	"match.both"	2	0
8	55	55	"gram"	"CaseA"	"match.both"	2	0
5	55	55	"gram"	"CaseA"	"match.CaseB"	2	1
4	55	55	"gram"	"CaseA"	"match.CaseB"	2	1
3	55	55	"gram"	"CaseA"	"match.both"	2	1
7	55	55	"gram"	"CaseA"	"match.both"	2	1
1	55	55	"gram"	"CaseA"	"match.both"	2	1
2	55	55	"gram"	"CaseA"	"match.CaseB"	2	0
5	25	56	"ungram"	"CaseB"	"match.CaseB"	2	1
1	25	56	"ungram"	"CaseB"	"match.both"	2	1
4	25	56	"ungram"	"CaseB"	"match.CaseB"	2	1
7	25	56	"ungram"	"CaseB"	"match.both"	2	1
8	25	56	"ungram"	"CaseB"	"match.both"	2	0
3	25	56	"ungram"	"CaseB"	"match.both"	2	1
2	25	56	"ungram"	"CaseB"	"match.CaseB"	2	1
8	34	57	"gram"	"CaseB"	"match.both"	2	1
7	34	57	"gram"	"CaseB"	"match.both"	2	0
2	34	57	"gram"	"CaseB"	"match.CaseB"	2	1
1	34	57	"gram"	"CaseB"	"match.both"	2	1
4	34	57	"gram"	"CaseB"	"match.CaseB"	2	1
5	34	57	"gram"	"CaseB"	"match.CaseB"	2	1
3	34	57	"gram"	"CaseB"	"match.both"	2	1
4	49	58	"ungram"	"CaseA"	"match.CaseB"	2	0
8	49	58	"ungram"	"CaseA"	"match.both"	2	1
3	49	58	"ungram"	"CaseA"	"match.both"	2	0
5	49	58	"ungram"	"CaseA"	"match.CaseB"	2	1
2	49	58	"ungram"	"CaseA"	"match.CaseB"	2	1
1	49	58	"ungram"	"CaseA"	"match.both"	2	1
7	49	58	"ungram"	"CaseA"	"match.both"	2	0
2	37	59	"gram"	"CaseB"	"match.CaseB"	2	1
